ISIN	Date
XS1626600040	2017-09-29
XS1689523840	2017-09-29
FR0013282571	2017-09-29
FR0013283140	2017-09-29
FR0013284247	2017-09-29
FR0013284254	2017-09-29
FR0013284270	2017-09-29
XS1688199949	2017-09-29
XS1691781865	2017-10-06
XS1693818285	2017-10-06
XS1693818525	2017-10-06
XS1695276367	2017-10-13
FR0013286788	2017-10-13
FR0013286846	2017-10-13
XS1698218523	2017-10-13
XS1702729275	2017-10-20
FR0010870949	2017-10-20
XS0894202968	2017-10-20
XS1698714000	2017-10-20
XS1705553250	2017-10-27
XS1705553417	2017-10-27
DE000A1HG1K6	2017-10-27
XS1706921951	2017-10-27
XS1706922256	2017-10-27
XS1707074941	2017-11-03
XS1707075245	2017-11-03
XS1707075328	2017-11-03
FR0013264488	2017-11-03
FR0013292968	2017-11-03
FR0013293362	2017-11-03
XS1701884204	2017-11-03
XS1704789590	2017-11-03
XS1709374497	2017-11-03
XS1046851025	2017-11-10
XS1715306012	2017-11-10
XS1716616179	2017-11-10
XS1715353105	2017-11-10
DE000A2GSLY0	2017-11-17
DE000A19RXA1	2017-11-17
XS1718393439	2017-11-17
XS1700721464	2017-11-17
XS1709433509	2017-11-24
XS1721051495	2017-11-24
DE000A19SE11	2017-11-24
FR0013298387	2017-11-24
BE6256887967	2017-12-01
XS1724873275	2017-12-01
XS1726152108	2017-12-01
DE000A19S4T0	2017-12-08
DE000A19S4U8	2017-12-08
DE000A19S4V6	2017-12-08
ES0224261059	2017-12-08
XS1729879822	2017-12-08
FR0013298676	2017-12-08
FR0013298684	2017-12-08
XS0215093534	2017-12-08
XS0458887030	2017-12-08
XS0999654873	2017-12-08
XS1627782771	2017-12-08
XS1734533372	2017-12-15
FR0013300605	2017-12-15
FR0013302809	2017-12-15
XS1718281808	2017-12-15
XS1732400319	2017-12-22
DE000A19UNN9	2018-01-12
XS1747444245	2018-01-12
XS1747444831	2018-01-12
PTMTLDOM0005	2018-01-19
XS1753814737	2018-01-19
DE000A19UR61	2018-01-19
DE000A19UR79	2018-01-19
FR0013310224	2018-01-19
BE6301509012	2018-01-26
BE6301510028	2018-01-26
BE6301511034	2018-01-26
XS1756296965	2018-01-26
FR0013310455	2018-01-26
XS1750986744	2018-01-26
XS1732232340	2018-02-02
XS1761785077	2018-02-02
XS1755428502	2018-02-02
XS1761721262	2018-02-09
XS1062909624	2018-02-09
XS1759603761	2018-02-09
XS1764062326	2018-02-09
FR0012969012	2018-02-09
XS1769040111	2018-02-16
XS1769041192	2018-02-16
XS1769041606	2018-02-16
XS1769090728	2018-02-16
XS1769090991	2018-02-16
XS1769091296	2018-02-16
XS1752475720	2018-02-16
FR0013030038	2018-02-16
XS1781401085	2018-02-23
XS1775786574	2018-02-23
XS1767087866	2018-02-23
XS1772457633	2018-02-23
PTCFPAOM0002	2018-03-02
PTMTLCOM0006	2018-03-02
XS1019821732	2018-03-02
XS1772374770	2018-03-02
FR0013320249	2018-03-02
XS1785458172	2018-03-09
XS1785356251	2018-03-09
FR0013321080	2018-03-09
XS1218319702	2018-03-09
BE0002584622	2018-03-16
XS1788586375	2018-03-16
XS1787477543	2018-03-23
XS1787517199	2018-03-23
XS1793224632	2018-03-23
DE000A19X793	2018-03-23
DE000A19X8A4	2018-03-23
DE000A19X8B2	2018-03-23
DE000A19X8C0	2018-03-23
FR0013323870	2018-03-23
FR0013324316	2018-03-23
FR0013324324	2018-03-23
FR0013324332	2018-03-23
FR0013324340	2018-03-23
FR0013324357	2018-03-23
FR0013324373	2018-03-23
XS1793349926	2018-03-23
XS1789751531	2018-03-30
XS1789752182	2018-03-30
XS1789759195	2018-03-30
DE000A2LQJ75	2018-03-30
FI4000312095	2018-03-30
FR0013321536	2018-04-06
DE000A19Y1P6	2018-04-13
XS1808482746	2018-04-20
XS1799545329	2018-04-20
XS1810653540	2018-04-27
XS1815116568	2018-05-04
XS1815116998	2018-05-04
XS1815135352	2018-05-04
FR0012283653	2018-05-04
DE000A190ND6	2018-05-11
DE000A190NE4	2018-05-11
XS1816329418	2018-05-11
PTNOSFOM0000	2018-05-18
XS1782806357	2018-05-18
XS1713464102	2018-05-18
FR0013332970	2018-05-18
FR0013332988	2018-05-18
FR0013332996	2018-05-18
FR0013333002	2018-05-18
XS1823246712	2018-05-25
XS1823246803	2018-05-25
XS1823518730	2018-05-25
XS1829217345	2018-06-01
XS1829217428	2018-06-01
FR0013336435	2018-06-01
XS1789623029	2018-06-08
XS1823165631	2018-06-08
XS1828037587	2018-06-08
XS1828037827	2018-06-15
XS1837288494	2018-06-15
FI4000282629	2018-06-15
FR0013342128	2018-06-15
FR0011289230	2018-06-22
FR0013342334	2018-06-22
FR0013344215	2018-06-22
DE000A1919G4	2018-06-29
DE000A1919H2	2018-06-29
XS1846632104	2018-06-29
XS1828032513	2018-06-29
XS1828033834	2018-06-29
XS1840614736	2018-06-29
XS1840614900	2018-06-29
XS1840618059	2018-06-29
XS1840618216	2018-06-29
XS1847692636	2018-06-29
FR0013344686	2018-06-29
FR0013346137	2018-06-29
XS1844215696	2018-06-29
XS1846631049	2018-06-29
PTMTLBOM0007	2018-07-06
DE000A192ZH7	2018-07-06
FR0013346814	2018-07-06
XS1854532949	2018-07-13
XS1855440019	2018-07-13
FR0010394437	2018-07-13
FR0012969020	2018-07-13
XS1858912915	2018-07-27
FI4000223532	2018-08-03
XS1863994981	2018-08-10
DE000A194DC1	2018-08-10
DE000A194DD9	2018-08-10
DE000A194DE7	2018-08-10
XS0500397905	2018-08-10
XS1873143561	2018-08-31
XS1873143645	2018-08-31
XS1822791619	2018-09-07
XS1873208950	2018-09-07
XS1873209172	2018-09-07
XS1876069185	2018-09-07
XS1874127811	2018-09-07
XS1874127902	2018-09-07
XS1874128033	2018-09-07
FR0013357845	2018-09-07
FR0013357852	2018-09-07
FR0013357860	2018-09-07
XS1874122267	2018-09-07
XS1874122770	2018-09-07
XS1877846110	2018-09-14
FR0013359197	2018-09-14
FR0013359239	2018-09-14
XS1877937851	2018-09-14
BE0002596741	2018-09-21
XS1823623878	2018-09-21
XS1877595014	2018-09-21
XS1877595444	2018-09-21
XS1878190757	2018-09-21
XS1878191052	2018-09-21
XS1878191219	2018-09-21
XS1577731604	2018-09-21
XS1624344542	2018-09-21
FR0013359254	2018-09-21
XS1881574591	2018-09-21
XS1881593971	2018-09-21
XS1881004730	2018-09-21
XS1878266326	2018-09-28
XS1882681452	2018-09-28
XS1888229249	2018-09-28
XS1888184121	2018-09-28
FR0013365285	2018-09-28
FR0013365293	2018-09-28
FR0013367422	2018-09-28
XS1881533563	2018-09-28
XS1828032786	2018-10-05
XS1794354628	2018-10-05
FR0013369493	2018-10-05
XS1843459600	2018-10-12
XS1893621026	2018-10-12
XS1843459436	2018-10-12
XS1891195775	2018-10-12
XS1885608817	2018-10-19
FR0013368545	2018-10-19
XS1892117919	2018-10-26
XS1401125346	2018-10-26
XS1853999313	2018-11-09
FR0013378445	2018-11-09
FR0013378452	2018-11-09
FR0013378460	2018-11-09
XS1898256257	2018-11-09
XS1900101046	2018-11-16
XS1910245593	2018-11-16
XS1910245676	2018-11-16
XS1910947941	2018-11-16
XS1910948162	2018-11-16
XS1910948329	2018-11-16
XS1910948675	2018-11-16
XS1903442744	2018-11-16
XS1917358621	2018-12-07
FR0013383213	2018-12-07
FR0013385473	2018-12-07
FR0013385655	2018-12-07
AT0000A24UY3	2018-12-14
FR0010922534	2018-12-21
BE0002629104	2019-02-01
XS1936139770	2019-02-01
FR0013396876	2019-02-08
XS1946004451	2019-02-15
XS1958214964	2019-03-22
XS1953833750	2019-03-22
BE6312821612	2019-04-05
BE6312822628	2019-04-05
FR0013409851	2019-04-05
XS1936208419	2019-04-12
XS1955187692	2019-04-12
FR0013409836	2019-04-19
XS1979288328	2019-04-26
XS1936208252	2019-04-26
XS1960685383	2019-04-26
XS1937665955	2019-04-26
XS0809847667	2019-05-03
XS1980270810	2019-05-03
DE000A2YB699	2019-05-10
XS1957442541	2019-05-10
DE000A2YB7A7	2019-05-17
XS1995781546	2019-06-07
XS2001175657	2019-06-07
XS1967636199	2019-06-07
XS1995662027	2019-06-14
XS1967635977	2019-06-14
XS1996268253	2019-06-14
DE000A2YB7B5	2019-06-21
XS1996435688	2019-06-21
XS2002491780	2019-07-05
XS2009943379	2019-07-05
XS2014382845	2019-07-12
XS2019976070	2019-07-12
XS2018636600	2019-07-19
DE000A2RYD91	2019-07-19
XS2025466413	2019-07-19
DE000A2RYD83	2019-08-02
XS1955187775	2019-08-02
XS2032727310	2019-08-02
XS2025480596	2019-08-09
XS2035620710	2019-08-09
XS1961772560	2019-08-16
XS2001278899	2019-08-16
XS2033351995	2019-08-16
XS1967635621	2019-08-23
XS1577727164	2019-08-23
BE6315847804	2019-09-20
XS2047479469	2019-09-20
DE000A2RWAX4	2019-09-27
DE000A2TR083	2019-09-27
XS2024715794	2019-09-27
XS1956027947	2019-09-27
XS2004381245	2019-09-27
XS2010044209	2019-10-04
XS2010045198	2019-10-04
XS2010045271	2019-10-04
XS2047619064	2019-10-04
XS1969600748	2019-10-11
XS2002491863	2019-10-11
XS2022084367	2019-10-11
XS2049726990	2019-10-11
XS1901055472	2019-10-18
FR0013428513	2019-10-18
XS2020608548	2019-10-18
XS2023872174	2019-10-25
XS2023873149	2019-10-25
XS2060691040	2019-10-25
XS2055728054	2019-10-25
FR0013452620	2019-10-25
XS2004381674	2019-10-25
XS2052310054	2019-11-01
DE000A2YNZW8	2019-11-01
XS1955187858	2019-11-01
XS1956028168	2019-11-01
XS2009861480	2019-11-01
FR0013405347	2019-11-01
FR0013428067	2019-11-01
FR0013444775	2019-11-01
XS2052313827	2019-11-08
XS2056374353	2019-11-08
XS2056572154	2019-11-08
XS2057069093	2019-11-08
XS2057069762	2019-11-08
XS2057070182	2019-11-08
XS2078734626	2019-11-08
XS2078735276	2019-11-08
XS2078735433	2019-11-08
DE000A2R9ZT1	2019-11-08
DE000A2R9ZU9	2019-11-08
DE000A2YPFU9	2019-11-08
XS0438844093	2019-11-08
XS1948611840	2019-11-08
XS2049616548	2019-11-08
XS2055727916	2019-11-08
XS2020583618	2019-11-08
XS1956037664	2019-11-08
XS1996269061	2019-11-08
XS2042667944	2019-11-08
FR0013404571	2019-11-08
FR0013405040	2019-11-08
FR0013431715	2019-11-08
FR0013444536	2019-11-08
FR0013444544	2019-11-08
FR0013444551	2019-11-08
FR0013455813	2019-11-08
FR0013455821	2019-11-08
XS2026171079	2019-11-08
XS2051660335	2019-11-08
XS2051660509	2019-11-08
XS2065601937	2019-11-08
FR0013428489	2019-11-15
FR0013456621	2019-11-15
XS2026150313	2019-11-15
XS2082323630	2019-11-22
XS2082324018	2019-11-22
XS2082345955	2019-11-22
XS2010039381	2019-11-22
XS2010447238	2019-11-22
XS2079678400	2019-11-29
DE000A254P51	2019-11-29
DE000A254P69	2019-11-29
XS2010039894	2019-11-29
XS2010039977	2019-11-29
XS2010040124	2019-11-29
XS2049616464	2019-11-29
XS2049616621	2019-11-29
XS2083146964	2019-11-29
XS2083147343	2019-11-29
XS2084488209	2019-11-29
XS2084497705	2019-11-29
XS2084510069	2019-11-29
XS2055651918	2019-11-29
XS2083976139	2019-11-29
FR0013462728	2019-11-29
XS2049090595	2019-12-06
FR0013409844	2019-12-06
FR0013444502	2019-12-06
DE000A2SBDE0	2019-12-20
DE000A2SBDF7	2019-12-20
XS2093242373	2019-12-20
XS1981060624	2019-12-20
XS2090807293	2019-12-20
DE000A2YNZX6	2020-01-10
XS2088659789	2020-01-10
FR0011842913	2020-01-10
FR0011842939	2020-01-10
FR0013463643	2020-01-10
FR0013463650	2020-01-10
FR0013463668	2020-01-10
FR0013463676	2020-01-10
FR0013465424	2020-01-10
XS1730873731	2020-01-17
XS1995795504	2020-01-17
XS2100663223	2020-01-17
XS2100663579	2020-01-17
XS2100664114	2020-01-17
DE000A28RSQ8	2020-01-17
DE000A28RSR6	2020-01-17
XS2101357072	2020-01-17
XS2102355588	2020-01-17
XS2102357014	2020-01-17
XS2102357105	2020-01-17
XS2102916793	2020-01-17
XS2102932055	2020-01-17
FR0013476595	2020-01-17
XS1936308391	2020-01-24
XS2049146215	2020-01-24
XS2102380776	2020-01-24
XS2102934697	2020-01-24
XS2103013210	2020-01-24
XS2013626010	2020-01-24
XS2046736752	2020-01-24
FR0013015559	2020-01-24
FR0013405032	2020-01-24
FR0013424868	2020-01-24
DE000A2R7JD3	2020-01-31
DE000A2R7JE1	2020-01-31
DE000A2RWAY2	2020-01-31
DE000A2TSDD4	2020-01-31
XS2023644540	2020-01-31
XS2056430874	2020-01-31
XS2020581752	2020-01-31
FR0013419736	2020-01-31
FR0013433679	2020-01-31
XS2112289207	2020-02-07
XS2113911387	2020-02-07
FR0012516417	2020-02-07
FR0013444676	2020-02-07
XS2114807691	2020-02-14
FR0013444692	2020-02-14
FR0013482809	2020-02-14
FR0013482817	2020-02-14
FR0013482825	2020-02-14
FR0013482833	2020-02-14
FR0013482841	2020-02-14
XS2107315470	2020-02-14
XS2113700921	2020-02-14
XS2115092954	2020-02-21
XS2118273601	2020-02-21
XS2118276026	2020-02-21
XS2118276539	2020-02-21
XS2118280218	2020-02-21
FR0013424876	2020-02-21
XS2010032378	2020-02-28
FR0013430741	2020-03-06
XS2010032535	2020-03-13
XS2010032709	2020-03-13
XS2010331101	2020-03-13
XS2126056204	2020-03-13
XS2126161681	2020-03-13
XS2126161764	2020-03-13
XS2126162069	2020-03-13
XS0162513211	2020-03-13
XS1948612905	2020-03-13
XS2049616894	2020-03-13
XS2020580945	2020-03-13
FR0013424850	2020-03-13
FR0013494168	2020-03-13
FR0013422623	2020-03-20
FR0013456431	2020-03-20
XS1962571011	2020-03-20
XS2147133495	2020-03-27
XS2147133578	2020-03-27
DE000A2R8NC5	2020-03-27
DE000A2R8ND3	2020-03-27
DE000A2YNZV0	2020-03-27
XS2051667181	2020-03-27
FR0013453040	2020-03-27
XS2065946837	2020-03-27
BE6320934266	2020-04-03
BE6320935271	2020-04-03
BE6320936287	2020-04-03
XS2147977479	2020-04-03
XS2147977636	2020-04-03
XS2148372696	2020-04-03
XS2148390755	2020-04-03
XS2149368529	2020-04-03
XS2149379211	2020-04-03
XS2150006133	2020-04-03
XS2150006307	2020-04-03
XS2150006562	2020-04-03
XS2150015555	2020-04-03
XS2023644201	2020-04-03
XS2024716099	2020-04-03
XS2149280948	2020-04-03
XS2117485677	2020-04-03
XS2151059206	2020-04-03
FR0013505104	2020-04-03
FR0013505112	2020-04-03
FR0013505260	2020-04-03
FR0013505559	2020-04-03
FR0013505567	2020-04-03
XS2150053721	2020-04-03
XS2150054372	2020-04-03
XS2153593103	2020-04-10
XS2153597518	2020-04-10
XS2154325562	2020-04-10
XS2154336338	2020-04-10
XS2154418144	2020-04-10
XS2154418730	2020-04-10
XS2154419118	2020-04-10
XS2156244043	2020-04-10
DE000A289RN6	2020-04-10
DE000A28VQC4	2020-04-10
DE000A28VQD2	2020-04-10
DE000A2RWZZ6	2020-04-10
XS2152329053	2020-04-10
XS2049419398	2020-04-10
XS2099128055	2020-04-10
XS2153410977	2020-04-10
FR0012199156	2020-04-10
FR0013504677	2020-04-10
FR0013506292	2020-04-10
FR0013506300	2020-04-10
FR0013506508	2020-04-10
FR0013506524	2020-04-10
FR0013506532	2020-04-10
FR0013506813	2020-04-10
FR0013506821	2020-04-10
FR0013506862	2020-04-10
FR0013507449	2020-04-10
FR0013507456	2020-04-10
XS2153406868	2020-04-10
XS2153409029	2020-04-10
DE000A28V301	2020-04-17
DE000A28V319	2020-04-17
PTEDPNOM0015	2020-04-17
XS2152795709	2020-04-17
XS2152796426	2020-04-17
XS2153459123	2020-04-17
XS2156598281	2020-04-17
XS2153405118	2020-04-17
XS2154441120	2020-04-17
XS2156506854	2020-04-17
XS2156581394	2020-04-17
XS2156583259	2020-04-17
FR0013394681	2020-04-17
FR0013505542	2020-04-17
FR0013507654	2020-04-17
FR0013507704	2020-04-17
BE6321076711	2020-04-24
XS2126169742	2020-04-24
XS2126170161	2020-04-24
XS2152796269	2020-04-24
XS0553728709	2020-04-24
XS2010445026	2020-04-24
XS2117462627	2020-04-24
FR0013504693	2020-04-24
FR0013507647	2020-04-24
DE000A289NE4	2020-05-01
DE000A289NF1	2020-05-01
DE000A2LQRS3	2020-05-01
XS2023643146	2020-05-01
XS2152932542	2020-05-01
FR0013510179	2020-05-01
FR0013511151	2020-05-01
FR0013511169	2020-05-01
BE6321529396	2020-05-08
XS2018637327	2020-05-08
XS2166219720	2020-05-08
XS2166754957	2020-05-08
XS2166755509	2020-05-08
XS2168629967	2020-05-08
XS2168630205	2020-05-08
XS2169281487	2020-05-08
XS2156607702	2020-05-08
XS2168307333	2020-05-08
XS2055652056	2020-05-08
XS2168478068	2020-05-08
XS2169281131	2020-05-08
FR0013504644	2020-05-08
FR0013510823	2020-05-08
XS2128498636	2020-05-15
XS2128499105	2020-05-15
XS2169243479	2020-05-15
XS2170362326	2020-05-15
XS2170362672	2020-05-15
XS2170362912	2020-05-15
XS2170384130	2020-05-15
XS2170386853	2020-05-15
XS2171875839	2020-05-15
XS2176558620	2020-05-15
ES0205032032	2020-05-15
XS2089229806	2020-05-15
XS2171759256	2020-05-15
XS2171872570	2020-05-15
FR0013512233	2020-05-15
FR0013512381	2020-05-15
FR0013512407	2020-05-15
BE6321718346	2020-05-22
XS2177013252	2020-05-22
XS2177013765	2020-05-22
DE000A289XG8	2020-05-22
DE000A289XH6	2020-05-22
DE000A289XJ2	2020-05-22
XS2156768546	2020-05-22
XS2176534795	2020-05-22
XS2177021271	2020-05-22
XS2177021602	2020-05-22
XS2177122541	2020-05-22
XS2177122624	2020-05-22
XS2177122897	2020-05-22
XS2177441990	2020-05-22
XS2177442295	2020-05-22
XS2177552390	2020-05-22
XS2177555062	2020-05-22
FR0013396520	2020-05-22
FR0013512621	2020-05-22
FR0013513538	2020-05-22
XS2176562812	2020-05-22
XS2176569312	2020-05-22
XS2176605306	2020-05-22
XS2170736180	2020-05-29
XS2170736263	2020-05-29
XS2175967343	2020-05-29
XS2178457425	2020-05-29
XS2178585423	2020-05-29
XS2178586157	2020-05-29
XS2178769076	2020-05-29
XS2178769159	2020-05-29
XS2178957077	2020-05-29
XS2177349912	2020-05-29
XS2179959817	2020-05-29
XS2176783319	2020-05-29
XS2176785447	2020-05-29
XS2182049291	2020-06-05
XS2182054887	2020-06-05
XS2182055181	2020-06-05
XS1265778933	2020-06-05
FR0013444684	2020-06-05
FR0013512449	2020-06-05
FR0013516051	2020-06-05
FR0013516069	2020-06-05
FR0013516077	2020-06-05
XS2168799539	2020-06-12
XS2177443343	2020-06-12
XS2185867830	2020-06-12
XS2185867913	2020-06-12
XS2185868051	2020-06-12
XS2188805688	2020-06-12
XS2188805845	2020-06-12
FR0013517711	2020-06-12
XS2187525949	2020-06-19
XS2189592889	2020-06-19
XS2189594315	2020-06-19
XS2189592616	2020-06-19
FR0013517059	2020-06-19
FR0013517190	2020-06-19
FR0013518297	2020-06-19
FR0013518537	2020-06-19
XS2191362859	2020-06-26
XS2193968992	2020-06-26
XS2193969370	2020-06-26
XS2193978363	2020-06-26
XS2193979254	2020-06-26
XS2193982803	2020-06-26
XS2193983108	2020-06-26
XS2191013171	2020-06-26
XS2193657561	2020-06-26
XS2194192527	2020-06-26
XS2194282948	2020-06-26
XS2194283672	2020-06-26
XS2194283839	2020-06-26
XS2193654386	2020-06-26
XS2193658619	2020-06-26
FR0013519279	2020-06-26
XS2190256706	2020-06-26
XS2190255211	2020-07-03
XS2190979489	2020-07-03
XS2196308758	2020-07-03
XS2198580271	2020-07-03
XS2197673747	2020-07-03
XS2195092601	2020-07-03
FR0013521267	2020-07-03
FR0013521549	2020-07-03
FR0013521564	2020-07-03
XS2192431380	2020-07-03
XS2178832379	2020-07-10
XS2178833773	2020-07-10
XS2199343513	2020-07-10
XS2199351375	2020-07-10
XS2199265617	2020-07-10
XS2199266003	2020-07-10
XS2199266268	2020-07-10
XS2199266698	2020-07-10
XS2199604096	2020-07-10
FR0013522091	2020-07-10
XS2197356186	2020-07-10
XS2200215213	2020-07-10
XS2053052895	2020-07-17
XS2193733503	2020-07-17
XS2203802462	2020-07-17
DE000A28ZQP7	2020-07-17
DE000A28ZQQ5	2020-07-17
XS2197675288	2020-07-17
XS2201946634	2020-07-17
XS2202744384	2020-07-17
FR0013524865	2020-07-24
XS2209023402	2020-07-31
BE6286963051	2020-08-07
XS2171713006	2020-08-07
FR0013384872	2020-08-14
DE000A2YNZY4	2020-08-21
XS1651444140	2020-08-28
XS2225207468	2020-09-04
FR0012602779	2020-09-04
XS2227050023	2020-09-11
XS2227050379	2020-09-11
DE000A289QR9	2020-09-11
XS2224621347	2020-09-11
XS2224621420	2020-09-11
XS2228892860	2020-09-11
XS2229434852	2020-09-11
XS1174211471	2020-09-18
XS2228897158	2020-09-18
XS2229470146	2020-09-18
XS2231165668	2020-09-18
XS2228260043	2020-09-18
XS2230266301	2020-09-18
FR0013534484	2020-09-18
XS2231183646	2020-09-18
XS2232115001	2020-09-25
XS2232115423	2020-09-25
XS2235986929	2020-09-25
XS2235987224	2020-09-25
XS2237302646	2020-09-25
XS2232027727	2020-09-25
XS2234567233	2020-09-25
XS2234567662	2020-09-25
XS2236363573	2020-09-25
XS2233121792	2020-09-25
XS2240063730	2020-10-02
XS2237434472	2020-10-02
XS2237447961	2020-10-02
XS2237901355	2020-10-02
XS2241825111	2020-10-09
XS2240505268	2020-10-09
XS2241090088	2020-10-09
FR0011912575	2020-10-09
XS0513509959	2020-10-16
DE000A289Q91	2020-10-16
DE000A2TSDE2	2020-10-16
DE000A3H2TA0	2020-10-16
XS1955187932	2020-10-16
ES0239140017	2020-10-16
XS2239813301	2020-10-16
XS2243564478	2020-10-16
FR00140005C6	2020-10-16
XS2247549731	2020-10-23
XS2244936659	2020-10-23
XS2248827771	2020-10-30
FR0013396512	2020-10-30
XS1962554785	2020-10-30
XS2251626896	2020-11-06
FR0014000C08	2020-11-06
FR0014000D31	2020-11-06
FR0014000D49	2020-11-06
FR0014000D56	2020-11-06
XS2250376477	2020-11-06
XS2238342484	2020-11-13
XS2251233651	2020-11-13
ES0205032040	2020-11-13
XS2244415175	2020-11-20
XS2257961818	2020-11-20
FR0014000KT3	2020-11-20
BE0002280494	2020-11-27
BE0002595735	2020-11-27
XS2264692737	2020-11-27
FR0014000S75	2020-11-27
BE0002755362	2020-12-04
ES0305523005	2020-12-04
XS2262065159	2020-12-04
XS2262065233	2020-12-04
XS2263684180	2020-12-04
XS2263684776	2020-12-04
XS2263684933	2020-12-04
XS2264194205	2020-12-04
XS2264980363	2020-12-04
XS2270147924	2020-12-04
XS2242728041	2020-12-04
XS2265360359	2020-12-04
FR0014000UC8	2020-12-04
FR0014000UD6	2020-12-04
XS2193666042	2020-12-11
XS2265990452	2020-12-11
XS1268496640	2020-12-18
XS2167595672	2020-12-18
XS2273810510	2020-12-18
XS2268340010	2020-12-18
XS2270150399	2021-01-08
XS2270397016	2021-01-08
XS2275029085	2021-01-08
XS2280835260	2021-01-15
XS2282101539	2021-01-15
XS2284258345	2021-01-15
XS2280845145	2021-01-15
XS2280845491	2021-01-15
XS2281342878	2021-01-15
XS2281343256	2021-01-15
XS2281343413	2021-01-15
XS2281343686	2021-01-15
FR0014001EW8	2021-01-15
FR0014001I50	2021-01-15
XS2286044370	2021-01-22
XS2286441964	2021-01-22
XS2286442186	2021-01-22
XS2288097483	2021-01-22
XS2193666125	2021-01-22
XS2289797248	2021-01-22
FR0013456449	2021-01-22
XS2270395408	2021-01-22
BE0002767482	2021-01-29
XS2290544068	2021-01-29
DE000A287179	2021-01-29
XS2166619663	2021-01-29
XS2292547317	2021-01-29
XS2293906199	2021-02-05
XS2292486771	2021-02-05
XS2292487076	2021-02-05
XS1084874533	2021-02-12
XS2297537461	2021-02-12
XS2281473111	2021-02-12
XS2199716304	2021-02-12
XS2297190097	2021-02-19
XS2300292617	2021-02-19
XS2300292963	2021-02-19
XS2300293003	2021-02-19
XS2300208928	2021-02-19
XS2301127119	2021-02-26
XS2303070911	2021-02-26
DE000A3H2457	2021-02-26
DE000A3H2465	2021-02-26
XS2299001888	2021-02-26
XS2299002423	2021-02-26
BE0002256254	2021-03-05
FR0013245586	2021-03-05
XS2306601746	2021-03-05
XS2307573993	2021-03-05
XS2308616841	2021-03-05
XS2307764238	2021-03-05
XS2307764311	2021-03-05
FR0013447166	2021-03-05
FR0013512944	2021-03-05
XS2166619820	2021-03-05
XS2306082293	2021-03-12
XS2310411090	2021-03-12
DE000A3H3JM4	2021-03-12
XS2310747915	2021-03-12
XS2310748483	2021-03-12
FR0014002C30	2021-03-12
XS2066706735	2021-03-12
XS2066706818	2021-03-12
XS2066706909	2021-03-12
XS2310797696	2021-03-19
XS2317288301	2021-03-19
XS2320459063	2021-03-19
XS2289841087	2021-03-19
XS2306988564	2021-03-19
FR0014002G36	2021-03-19
FR0014002G44	2021-03-19
DE000A3KNP88	2021-03-26
DE000A3KNP96	2021-03-26
DE000A3KNQA0	2021-03-26
DE000A3E5FR9	2021-03-26
AT0000A2QL75	2021-03-26
XS2320453884	2021-03-26
XS2322438990	2021-04-02
XS2324836878	2021-04-02
XS2325733413	2021-04-02
DE000A3H3J14	2021-04-02
DE000A3H3J22	2021-04-02
DE000A3H3J30	2021-04-02
DE000A3H3JU7	2021-04-02
XS2325562424	2021-04-02
XS2325562697	2021-04-02
XS2325565104	2021-04-02
XS2327298217	2021-04-09
XS2327299298	2021-04-09
XS2327299884	2021-04-09
XS2328418186	2021-04-09
DE000A3H25P4	2021-04-09
DE000A3H25Q2	2021-04-09
FR0013426731	2021-04-09
XS2324772453	2021-04-09
XS2261215011	2021-04-16
XS2332186001	2021-04-16
XS2306986782	2021-04-16
FR0013447232	2021-04-16
XS2331315635	2021-04-23
XS2332234413	2021-04-23
XS2332687040	2021-04-23
